Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_fertility,Soil_type,pH,Pollution_level,Plot_size,Annual_yield,Crop_type,Standard_yield
3944,420.35373,-10.09332702077764,-3.713766315113817,Rural_Hawassa,19.904972,1578.4,-6.0,31.2,12.6,0.67,Silt,5.299640149717583,0.0771664068078233,1.1,0.6852402840171842,Rice,0.6229457127428947
29911,836.4872,-3.285224543745549,-4.366935415652596,Rural_Kilimani,8.640496,688.5,-3.1,31.2,14.05,0.57,Sandy,5.66585504205783,0.1727042707307723,2.8,1.481652199806378,Maize,0.5291614999308492
32366,457.76196,-9.358899023586218,-3.303846396844652,Rural_Hawassa,8.801421,1422.9,-5.8,33.7,13.95,0.63,Silt,5.631063875077661,0.0054906728891692,3.7,2.532809826423916,Rice,0.6845431963307881
13862,419.74872,-10.73764115328299,-7.006639504726558,Rural_Hawassa,9.110705,1728.3,-5.9,31.8,12.95,0.65,Silt,7.459979621725374,0.045291903022718,4.3,1.87485016020561,Wheat,0.4360116651640953
36606,327.77527,-13.18423257950961,-7.087722565483095,Rural_Hawassa,1.7416594,1630.0,-6.9,33.1,13.1,0.62,Silt,7.037279210142589,1.585469649874192e-05,9.7,4.987929731261532,Rice,0.5142195599238693
17588,893.39813,-1.771311617019686,-1.794800543875749,Rural_Kilimani,20.974398,1374.8,-1.9,28.0,13.05,0.66,Volcanic,4.315481786548486,0.1056668512531056,1.3,0.7863146004936378,Tea,0.604857384995106
32406,544.4314,-8.809204449001232,-6.713839563105727,Rural_Akatsi,14.823707,1267.9,-5.2,31.8,13.3,0.63,Silt,5.673583732900427,0.0642274940683021,1.4,0.7149439776811983,Wheat,0.5106742697722846
5525,729.15247,-2.244409406621518,-3.038074142142666,Rural_Kilimani,4.9789243,870.4,-3.9,31.9,14.0,0.57,Sandy,4.874177573308486,0.2413260493273169,4.7,2.32075705780344,Cassava,0.4937780974049872
45128,577.65924,-6.750102640924686,-1.776782085929851,Rural_Hawassa,12.990478,1030.5,-5.1,30.4,12.65,0.61,Loamy,5.94179577314806,0.7622494566109412,1.4,0.4211599397837048,Coffee,0.300828528416932
41375,675.0608,-4.916285494563297,-8.051710065588603,Rural_Amanzi,7.0360737,624.3,-4.6,29.1,12.25,0.56,Sandy,6.00739841469413,0.3194326477914647,3.8,2.150033752853596,Potato,0.5657983560141041
1138,756.5068,-5.429934523273857,-4.749827647002914,Rural_Kilimani,2.9129624,575.5,-3.9,28.7,12.4,0.54,Sandy,5.933113639209338,0.2715440361880731,8.3,4.94248378466415,Potato,0.5954799740559216
17039,517.85754,-1.410856158275433,-5.551649025595347,Rural_Kilimani,16.315704,278.5,-6.3,30.3,12.0,0.56,Loamy,4.62683863874671,0.1241280285760392,1.0,0.5419506375732623,Wheat,0.5419506375732623
19438,709.5987,-5.542576854131436,-2.051563569604786,Rural_Hawassa,11.961946,967.3,-4.0,29.2,12.6,0.6,Sandy,5.247240733639762,0.7177479591250484,1.8,0.894754721537719,Cassava,0.4970859564098439
26554,768.6775,-8.214452942073216,-5.686787460189577,Rural_Hawassa,8.355812,1242.3,-3.2,29.0,12.9,0.61,Volcanic,5.648016426540917,0.2747583173842277,4.0,1.92658479195695,Coffee,0.4816461979892376
26594,764.3334,-5.29025803301046,-4.245310824517788,Rural_Kilimani,10.427997,622.9,-3.8,30.9,13.55,0.57,Sandy,5.459446472159876,0.2309091106804479,3.4,2.140062563181825,Potato,0.6294301656417133
35962,792.17926,-10.15640672605788,-1.907415906037607,Rural_Sokoto,14.703523,2099.4,-2.2,30.9,14.35,0.7,Volcanic,5.508209522794032,0.1840559608353324,1.2,0.8659718800350522,Tea,0.7216432333625435
17172,529.7419,-6.930330370296812,-3.929987810464585,Rural_Hawassa,5.3638644,678.2,-5.9,32.7,13.4,0.56,Loamy,6.375680239772308,0.1279348887279183,4.3,2.92913433636553,Maize,0.6811940317129139
18264,454.02963,-9.196694067151306,-3.938997039437534,Rural_Hawassa,13.215746,1330.0,-5.9,29.3,11.7,0.63,Silt,5.282790125221259,0.0074493123223459,2.0,0.9858945976738152,Cassava,0.4929472988369076
42133,739.524,-3.762828026581685,-6.290405801377138,Rural_Kilimani,6.874992,482.0,-4.1,28.1,12.0,0.55,Sandy,6.587374325056927,0.2146984109979511,2.8,1.63868076956505,Wheat,0.5852431319875181
33484,567.62573,-1.591083887647558,-4.722799960084068,Rural_Kilimani,13.707663,411.2,-5.8,32.3,13.25,0.57,Loamy,5.156375016049561,0.0542226836887771,0.6,0.3580572693375351,Wheat,0.5967621155625585
21472,759.0634,-1.095457631874211,-1.610111349930301,Rural_Kilimani,9.432919,1341.1,-3.2,29.1,12.95,0.62,Volcanic,5.412412382379441,0.0290619668245959,2.0,0.9701920704430531,Coffee,0.4850960352215266
23329,690.9264,-0.7530249460671694,-2.875908020629589,Rural_Kilimani,14.480171,972.8,-4.0,30.2,13.1,0.61,Sandy,5.317227724645212,0.0176305485709551,1.2,0.7112474004201369,Potato,0.5927061670167808
38236,868.22974,-1.76230023055108,-1.655157494795044,Rural_Kilimani,8.070372,1382.3,-2.2,31.6,14.7,0.62,Volcanic,4.379722067457619,0.0961017669792851,2.2,0.9355888553363116,Cassava,0.4252676615165052
18870,623.66473,-4.785620390768505,-7.312953289806813,Rural_Kilimani,29.824684,459.5,-5.2,33.4,14.1,0.62,Loamy,5.480206921874057,0.417753801923218,0.5,0.3174950460455742,Potato,0.6349900920911484
35076,526.04126,-8.502817309068618,-5.754356677486692,Rural_Hawassa,19.379536,1116.7,-5.3,33.9,14.3,0.64,Loamy,5.096585435884704,0.1897452811780375,1.4,0.6705988422574904,Banana,0.4789991730410647
13480,848.30896,-7.998179666826663,-0.6596376932842156,Rural_Sokoto,32.862247,1739.7,-2.0,29.5,13.75,0.73,Volcanic,5.089569884405586,0.2576017965407288,1.0,0.7464533931730802,Tea,0.7464533931730802
44059,530.4156,-9.273290852134458,-3.065101829061512,Rural_Hawassa,9.192388,1493.0,-5.1,29.3,12.1,0.63,Silt,7.118061268788736,0.0071711921145659,3.5,1.820837414368896,Wheat,0.5202392612482559
13867,636.9009,-8.42171483085116,-6.038147390134575,Rural_Hawassa,3.5875118,1190.6,-4.4,28.8,12.2,0.59,Loamy,5.361302189928651,0.2162097748056381,11.7,6.466514749572961,Wheat,0.5526935683395694
12619,871.26764,-1.311730907120763,-1.695699025173313,Rural_Kilimani,2.1569123,1417.8,-2.1,29.0,13.45,0.61,Volcanic,4.955525135713374,0.0461489432694364,5.6,2.664161916020138,Cassava,0.4757431992893103
40805,781.5721,-4.772103311065596,-7.628276303860017,Rural_Kilimani,3.40605,664.7,-3.6,28.9,12.65,0.55,Sandy,5.687988883496424,0.4038613843174058,13.5,6.503473047802586,Wheat,0.4817387442816731
14474,634.6427,-6.281510544557156,-4.16422776376125,Rural_Hawassa,4.641272,620.7,-5.0,29.4,12.2,0.55,Loamy,5.045392565710942,0.1844181827706389,3.8,2.309795731866195,Wheat,0.6078409820700512
41754,593.34174,-9.494069820615314,-5.35795060267695,Rural_Hawassa,9.480391,1517.5,-4.5,29.3,12.4,0.64,Silt,7.260191621660827,0.0587827581699494,3.9,1.386143111515089,Coffee,0.3554213106448947
21936,521.44604,-10.08882132754333,-4.294861583869007,Rural_Hawassa,15.505146,1652.2,-5.1,30.7,12.8,0.66,Silt,5.818112993208956,0.0767348317612023,0.6,0.2853243270098068,Coffee,0.4755405450163446
5181,426.3293,-10.39520846747595,-4.682258429705799,Rural_Hawassa,19.865622,1625.1,-5.9,31.3,12.7,0.68,Silt,6.579357535253936,0.0730653773223597,0.9,0.4516431088733821,Coffee,0.5018256765259801
1487,443.77527,-9.259773772431547,-5.655255158784256,Rural_Hawassa,9.831627,1281.5,-6.1,29.1,11.5,0.62,Silt,6.802220309227374,0.0673289434197889,4.4,2.443219651631711,Wheat,0.5552771935526615
29043,692.22076,-7.696298220128351,-5.110196805920862,Rural_Hawassa,15.296918,988.7,-4.1,28.9,12.4,0.61,Sandy,5.877975508928839,0.1844154759205966,1.0,0.5916549631658841,Cassava,0.5916549631658841
37743,809.88104,-7.696298220128351,-6.691316490673354,Rural_Akatsi,10.834137,1157.1,-2.9,30.4,13.75,0.61,Sandy,4.878863326140492,0.2343134045851345,3.1,1.563588308069739,Cassava,0.5043833251837866
8663,588.0813,-9.043500497184995,-5.425519819974065,Rural_Hawassa,3.5677364,1353.9,-4.7,27.6,11.45,0.61,Peaty,4.716076513758217,0.0599610532345804,13.3,8.487870488188626,Tea,0.638185750991626
30714,738.0229,-5.664230571457622,0.5295805311450097,Rural_Sokoto,5.097913,1368.2,-3.3,28.4,12.55,0.61,Volcanic,5.378309296049839,0.807176466967181,4.3,1.205399432657126,Coffee,0.2803254494551456
44715,777.53015,-7.223200430526518,-8.101260824939821,Rural_Akatsi,8.555346,1142.4,-3.2,29.8,13.3,0.6,Sandy,4.879374362219814,0.1150611464925893,4.9,2.019592420762143,Wheat,0.4121617185228863
11674,611.3379,-9.534621059724042,-4.988572214786054,Rural_Hawassa,28.843046,1553.4,-4.3,33.0,14.35,0.7,Silt,5.551695129401572,0.0244067465976529,1.2,0.5780048257453738,Cassava,0.4816706881211448
40708,710.2537,-8.128844770621455,-2.839871104737795,Rural_Hawassa,1.7273902,1351.2,-3.6,30.3,13.35,0.6,Volcanic,5.141797005011156,0.0985477445949031,14.0,6.495549506371411,Banana,0.4639678218836722
9654,806.42053,-5.677747651160532,-6.227341198566497,Rural_Amanzi,14.968803,635.4,-3.4,29.9,13.25,0.59,Sandy,4.668780003777417,0.2940919767991196,1.2,0.6574227047623383,Potato,0.5478522539686153
28300,433.5869,-12.44529888908389,-5.416510591001116,Rural_Hawassa,20.225082,1846.1,-5.7,33.1,13.7,0.69,Silt,5.377686777885195,3.778092471553912e-05,0.8,0.3940648620914129,Banana,0.4925810776142662
23995,728.06683,-6.092271428716423,-4.830910707759452,Rural_Hawassa,4.433856,626.0,-4.1,27.3,11.6,0.55,Sandy,6.017159908744342,0.2388666477421651,3.6,1.935669441658577,Maize,0.5376859560162713
5676,672.0203,-7.984662587123753,-6.912042600510596,Rural_Akatsi,19.04872,1127.6,-4.2,31.1,13.45,0.64,Sandy,6.488751389029874,0.1471016923414959,1.1,0.5229093873914343,Maize,0.4753721703558493
17318,528.957,-9.831996813188052,-2.776806501927155,Rural_Hawassa,5.6779747,1680.9,-5.0,34.9,14.95,0.64,Silt,6.49723586468778,0.0214915962732678,4.1,2.013734272451496,Coffee,0.4911547005979259
8961,712.27454,-9.00745495131057,-1.623625193389724,Rural_Sokoto,1.8099346,1753.8,-3.2,30.5,13.65,0.63,Volcanic,4.896086809187978,0.0528174285172014,10.2,3.867111295723254,Cassava,0.3791285584042406
22077,752.6931,-0.996332380719542,-1.542542132633186,Rural_Kilimani,6.196232,1360.1,-3.2,31.9,14.35,0.61,Volcanic,5.574674661173708,0.0230897839437266,2.1,1.139479451764811,Cassava,0.5426092627451481
24678,686.7985,-7.475519251647495,-0.9164007190132526,Rural_Sokoto,3.3474402,1421.6,-3.8,30.9,13.55,0.61,Volcanic,5.959564748741261,0.5035731994939233,14.7,6.782849372918745,Coffee,0.46141832468835
42339,716.13745,-8.687550731675048,-5.155242950785605,Rural_Hawassa,7.180213,1360.9,-3.6,31.8,14.1,0.62,Volcanic,4.024809616542868,0.2498953753349283,3.9,2.416126663852855,Tea,0.6195196573981678
31068,697.21985,-7.948617041249328,-4.407476946030865,Rural_Hawassa,5.5512896,1111.0,-4.0,30.2,13.1,0.59,Sandy,6.731431701458944,0.0607560748976355,3.0,1.442589648018641,Maize,0.4808632160062137
5478,596.9944,-6.705045708581654,-3.024560298683243,Rural_Hawassa,3.4536505,825.6,-5.1,30.4,12.65,0.57,Loamy,6.198440600993627,0.3978802569632799,6.5,4.193639349184732,Wheat,0.6451752844899588
8350,662.78326,-6.322061783665884,-2.339858896739144,Rural_Hawassa,0.74125606,946.6,-4.4,29.2,12.4,0.57,Sandy,5.965571450135903,0.5969837899263932,9.5,2.51427025193234,Coffee,0.2646600265191936
25300,672.0767,-7.462002171944586,-6.056165848080473,Rural_Hawassa,6.0048056,899.0,-4.4,29.1,12.35,0.58,Sandy,6.323365131254505,0.3650060499193415,4.5,1.679118691831022,Coffee,0.3731374870735605
42811,820.7652,-2.5012339209768,-0.6596376932842156,Rural_Kilimani,5.797899,1458.7,-2.5,30.3,13.9,0.62,Volcanic,4.247945460065484,0.1769391218150253,3.1,1.980579387052477,Tea,0.6388965764685409
24401,743.20825,-7.863008869797568,-6.52014114018733,Rural_Akatsi,7.264572,1130.4,-3.5,31.5,14.0,0.6,Sandy,5.288771783775764,0.2793490939734672,3.2,1.742646770867615,Cassava,0.5445771158961298
14978,419.30334,-10.85929487060917,-7.524670170671107,Rural_Hawassa,5.153589,1772.6,-5.9,32.9,13.5,0.64,Silt,5.928034440647324,0.0428362324359251,2.1,1.072942480945936,Banana,0.5109249909266362
40451,839.2123,-11.17018770377609,-0.3217916067986401,Rural_Sokoto,4.6043997,2368.2,-1.5,29.1,13.8,0.68,Volcanic,4.137684235927447,0.3371768621307867,4.0,2.207469271549288,Tea,0.551867317887322
23910,613.9571,-7.394416773430038,-4.64171689932753,Rural_Hawassa,11.466262,831.5,-5.0,31.618171296296296,13.4,0.59,Loamy,4.860871924082828,0.116332330256554,4.3,2.651994224414259,Potato,0.616742842887037
1162,549.56824,-9.124602975402452,-3.267809480952858,Rural_Hawassa,4.8915534,1447.6,-5.0,31.2,13.1,0.62,Silt,6.734101517147061,0.007988881829452,3.3,1.355286105361351,Banana,0.4106927592004093
25056,707.0584,-1.874942561408659,-6.28139657240419,Rural_Kilimani,31.734755,458.9,-4.5,30.6,13.05,0.63,Sandy,5.09052997182623,0.2844570524435753,0.8,0.4564766966905199,Potato,0.5705958708631499
33574,763.26,-9.485058434146708,0.3493959516860363,Rural_Sokoto,10.877374,2063.6,-2.5,28.6,13.05,0.68,Volcanic,4.343974971308548,0.2401274276232907,4.1,2.946099965742316,Tea,0.7185609672542235
20996,653.68335,-6.610426150661287,-6.195808897161177,Rural_Amanzi,5.830307,648.0,-4.8,30.0,12.6,0.56,Sandy,5.046638680810128,0.2413222378338537,4.3,2.483762815151333,Potato,0.5776192593375193
34359,405.41382,-10.35916292160152,-4.961544527867209,Rural_Hawassa,1.8414154,1589.3,-6.2,32.4,13.1,0.62,Silt,7.355529472510101,0.0527711461505324,14.4,4.785307902977887,Banana,0.3323130488179088
11393,748.07666,-7.98015689388945,-5.348941373704001,Rural_Hawassa,13.584066,1139.5,-3.5,28.7,12.6,0.62,Sandy,5.031821744433082,0.2677288113187453,1.8,0.9798299478181031,Tea,0.5443499710100572
30343,491.9948,-9.444507195037978,-3.538086350141318,Rural_Hawassa,12.769146,1467.3,-5.5,28.2,11.35,0.64,Silt,5.55893322055809,0.0057203484169961,1.8,0.7862441468892,Banana,0.4368023038273333
34784,597.0379,-8.674033651972138,-7.006639504726558,Rural_Akatsi,1.6347122,1296.7,-4.7,27.5,11.4,0.6,Peaty,5.147484312641668,0.056327289219631,6.8,2.841559535565463,Wheat,0.4178764022890387
8194,625.60724,-9.525609673255437,-1.285779106904148,Rural_Sokoto,5.4354672,1828.8,-3.9,34.5,15.3,0.65,Silt,7.181111118812387,0.0871254166587018,4.1,1.664952848854871,Coffee,0.40608606069631
8040,652.4753,-9.079546043059423,-7.556202472076428,Rural_Akatsi,2.4645498,1554.1,-3.9,29.7,12.9,0.62,Volcanic,4.424441810795461,0.0655803136303123,5.3,4.133903866800427,Tea,0.779981861660458
17005,729.40515,-7.998179666826663,-0.8893730320944064,Rural_Sokoto,2.8452353,1590.3,-3.2,28.9,12.85,0.62,Volcanic,5.282289980204988,0.273070646729905,8.8,4.395316931478708,Banana,0.4994678331225804
42023,641.0317,-8.273026954119157,-2.646172681819398,Rural_Hawassa,10.964033,1326.2,-4.4,31.8,13.7,0.63,Volcanic,5.612307100816812,0.0991809862382738,4.5,2.150160681455795,Banana,0.4778134847679544
14934,719.17706,-7.592667275739378,-7.502147098238734,Rural_Akatsi,4.483188,1113.8,-3.7,30.1,13.2,0.59,Sandy,5.278541021522187,0.0711071003715242,4.5,2.567241814981867,Tea,0.5704981811070816
4579,872.4198,-11.12062507819876,0.038577552119307,Rural_Sokoto,6.1288753,2408.5,-1.199999999999999,27.4,13.1,0.69,Volcanic,5.916874282416631,0.3129388455420831,3.4,2.004562381708997,Banana,0.5895771710908815
3029,407.35263,-12.32815086499201,-8.84902682969456,Rural_Akatsi,19.015537,1869.8,-5.9,33.5,13.8,0.69,Silt,6.332728938471514,0.0276205665998271,1.9,0.999229884849375,Banana,0.5259104657101974
25440,539.1801,-9.0480061904193,-4.150713920301827,Rural_Hawassa,1.140172,1343.3,-5.2,32.3,13.55,0.6,Peaty,5.300657158698765,0.0103321944642155,9.5,4.333397601743262,Cassava,0.456147115972975
476,769.7074,-2.01912474490636,-3.182221805709845,Rural_Kilimani,31.535059,893.9,-3.5,29.8,13.15,0.66,Sandy,5.054284276044244,0.1786748119223636,1.5,0.8584342468457002,Potato,0.5722894978971335
4207,352.92526,-12.1749572950257,-8.794971455856869,Rural_Akatsi,9.442156,1837.9,-6.3,32.3,13.0,0.66,Silt,6.723776016276731,0.0537152343447106,3.3,1.655138361883447,Wheat,0.5015570793586203
6769,547.71875,-6.813182346204929,-1.830837459767543,Rural_Hawassa,33.59265,1001.6,-5.4,33.3,13.95,0.67,Loamy,5.35028618431519,0.7415965009493946,1.4,0.5890423304433524,Wheat,0.4207445217452517
30060,561.0738,-1.217111349200396,-4.002061642248174,Rural_Kilimani,30.538351,533.4,-5.7,30.4,12.35,0.63,Loamy,5.025130708690035,0.0259926387789652,0.6,0.3310893890101534,Maize,0.5518156483502556
9024,572.61316,-8.426220524085464,-6.808436467321687,Rural_Akatsi,9.534598,1168.4,-5.0,32.1,13.55,0.61,Loamy,5.784016218062894,0.108813556988839,2.5,1.529085185621544,Wheat,0.6116340742486176
25680,582.46234,-2.208363860747093,-4.416486175003813,Rural_Kilimani,7.5335507,453.1,-5.6,29.5,11.95,0.55,Loamy,4.903594550897375,0.0927625517907049,4.3,2.717114156801157,Potato,0.6318870132095715
5865,684.1374,-6.669000162707228,0.3674144096319336,Rural_Sokoto,19.25185,1399.1,-3.8,30.3,13.25,0.66,Volcanic,4.198933089402027,0.7724583021279455,0.8,0.3894201006694782,Tea,0.4867751258368477
23082,775.7613,-2.771575515034989,-0.7272069105813304,Rural_Kilimani,21.69254,1375.9,-3.0,28.0,12.5,0.66,Volcanic,4.024934119978842,0.2461395827957806,1.6,0.950135904656424,Tea,0.593834940410265
31409,518.9732,-8.804698755766928,-6.155267366782908,Rural_Hawassa,2.364559,1210.1,-5.5,32.8,13.65,0.59,Peaty,5.255243265810277,0.1039709874114588,12.2,6.025058148110799,Cassava,0.4938572252549835
13819,597.58075,-6.835710812376446,-0.6641423077706896,Rural_Sokoto,17.292873,1236.6,-4.7,28.9,12.1,0.64,Silt,6.851884673641762,0.7588071145035571,0.8,0.3337451012906188,Wheat,0.4171813766132735
28209,750.20667,-3.204122065528093,-1.826332845281069,Rural_Kilimani,9.354097,1104.5,-3.5,30.0,13.25,0.6,Sandy,5.625653688130576,0.4162015365757585,2.7,1.513649279463519,Cassava,0.5606108442457478
3243,493.20242,-10.21498073810382,-7.898553173048477,Rural_Akatsi,10.870821,1734.9,-5.2,33.7,14.25,0.66,Silt,6.700718351883719,0.0592060306076447,4.5,2.227470403334268,Coffee,0.4949934229631706
42245,774.38916,-8.87678984751578,-7.98414084829149,Rural_Akatsi,5.729062,1643.4,-2.8,30.3,13.75,0.63,Volcanic,4.19245522439744,0.1308305013172354,3.4,2.396605704858883,Tea,0.7048840308408479
2081,835.1317,-10.11134979371485,0.1511929142811654,Rural_Sokoto,5.7117004,2251.9,-1.699999999999999,30.6,14.45,0.68,Volcanic,4.978324147492953,0.3727270948814791,2.4,1.526823578999611,Tea,0.636176491249838
6847,712.9866,-4.420659238789948,-2.538061934144014,Rural_Kilimani,0.35042816,854.4,-4.0,31.8,13.9,0.56,Sandy,6.346120375266847,0.3660759593247229,9.2,4.828935331743658,Wheat,0.5248842751895281
5907,874.45483,-4.56484142228765,-6.344461175214829,Rural_Kilimani,21.054306,588.1,-3.2,30.5,13.65,0.6,Rocky,5.702997980445034,0.2888695019126796,1.8,0.9964703022748709,Wheat,0.5535946123749282
1846,820.06006,-1.054906392765483,-2.776806501927155,Rural_Kilimani,3.2872198,1100.9,-2.8,29.1,13.15,0.59,Sandy,4.939950195278957,0.0372969270660534,9.9,4.306414215226731,Wheat,0.4349913348713869
43923,695.1945,-7.817951937454536,-5.817421280297332,Rural_Hawassa,11.900443,1032.4,-4.0,31.7,13.85,0.61,Sandy,6.204148087119565,0.3615184507968368,1.9,0.8561019901182553,Maize,0.4505799947990817
23547,783.79755,-3.091479734670514,-1.736240555551582,Rural_Kilimani,2.1471422,1166.1,-3.1,29.8,13.35,0.59,Sandy,5.844143559810941,0.3870685941981286,14.0,6.205607328802003,Wheat,0.4432576663430002
32522,553.8989,-9.84551389289096,-7.646294761805914,Rural_Akatsi,4.907307,1683.1,-4.7,31.7,13.5,0.63,Silt,6.066863098781266,0.0574090338028107,2.9,1.405154049822266,Coffee,0.4845358792490573
12172,798.308,-7.700803913362654,-8.033691607642705,Rural_Akatsi,6.3894773,1294.6,-2.9,29.0,13.05,0.61,Volcanic,5.721683836661777,0.0755518501848397,3.6,1.842653836469627,Wheat,0.5118482879082296
31725,742.4448,-8.227970021776123,-5.177766023217977,Rural_Hawassa,1.1965622,1222.6,-3.4,29.5,13.05,0.59,Volcanic,5.722110429629333,0.3588946303697961,13.3,6.874826634887669,Cassava,0.5169042582622307
18176,777.43866,-3.316764396385672,-2.258775835982606,Rural_Kilimani,11.399002,1031.7,-3.3,27.7,12.2,0.61,Sandy,5.919478124776707,0.4248065189588954,3.6,1.64314231114763,Wheat,0.4564284197632306
7096,760.23895,-3.082468348201907,-1.758763627983954,Rural_Kilimani,15.175222,1137.2,-3.4,31.6,14.1,0.63,Sandy,4.931246345262624,0.3854922781164729,1.1,0.570424554379002,Tea,0.5185677767081835
15273,669.3651,-2.474199761570979,-4.033593943653495,Rural_Kilimani,20.22651,594.9,-4.7,29.8,12.55,0.6,Sandy,5.877947670015677,0.143411614923972,0.9,0.4648704172873194,Maize,0.5165226858747993
2055,870.8868,-4.190868883840487,-3.128166431872152,Rural_Kilimani,8.322458,904.9,-2.6,26.9,12.15,0.59,Rocky,4.43631046863073,0.2597861488064585,2.0,0.8427563099964366,Tea,0.4213781549982183
23859,623.5383,-8.908329700155903,-4.835415322245927,Rural_Hawassa,4.9129605,1352.7,-4.4,32.1,13.85,0.61,Peaty,5.619310753774016,0.0542136718098729,4.9,2.426598904945855,Cassava,0.4952242663154806
37937,793.189,-4.190868883840487,-6.038147390134575,Rural_Kilimani,18.245264,529.0,-3.6,29.7,13.05,0.59,Sandy,5.424548987131464,0.2511021183147651,1.5,0.9346038414345694,Potato,0.6230692276230463
24979,533.945,-1.338765066526582,-6.04265200462105,Rural_Kilimani,34.66071,275.2,-6.2,31.6,12.7,0.62,Loamy,5.470561532295113,0.1436992591400893,1.6,0.9441178854665582,Wheat,0.5900736784165989
32648,784.2408,-9.863536665828176,-0.8533361162026118,Rural_Sokoto,30.79936,2087.1,-2.4,32.3,14.95,0.75,Volcanic,4.537891302227189,0.2042923881032008,0.8,0.5845651998057616,Tea,0.7307064997572019
27112,573.72876,-14.52692916333195,-6.74987647899752,Rural_Hawassa,17.575134,1472.7,-4.7,29.5,12.4,0.66,Silt,6.512838165741419,2.155229581344002e-09,0.7,0.3186218120031801,Coffee,0.4551740171474002
12378,660.2374,-9.408461649163554,-1.853360532199915,Rural_Sokoto,21.37805,1784.1,-3.7,31.4,13.85,0.69,Volcanic,4.879423547585199,0.1353450435647888,0.7,0.6115036241269949,Tea,0.8735766058957071
20402,774.66833,-8.484794536131405,-1.659662109281518,Rural_Sokoto,62.237267,1671.3,-2.7,29.2,13.25,0.81,Volcanic,3.928742988363188,0.1330538420159742,1.3,0.8678981482061028,Tea,0.6676139601585406
18498,648.13605,-14.29713880838249,-6.146258137809959,Rural_Hawassa,9.684363,1648.5,-3.8,29.5,12.85,0.65,Volcanic,5.154659479369749,1.387864199516255e-08,2.5,2.095446488448663,Tea,0.838178595379465
29562,740.9102,-5.984134791093148,-5.884990497594448,Rural_Amanzi,2.862472,600.1,-4.0,30.8,13.4,0.55,Sandy,5.328644775924828,0.2727455236940829,14.8,6.577923433029497,Maize,0.4444542860155065
38563,715.1558,-7.583655889270771,-0.8938776465808809,Rural_Sokoto,6.469118,1477.9,-3.5,28.8,12.65,0.62,Volcanic,5.111384867039396,0.4520390692002244,4.9,3.271250336138154,Tea,0.6676021094159497
7762,683.1185,-6.858239278547961,-4.718295345597594,Rural_Hawassa,8.439273,749.3,-4.4,30.1,12.85,0.57,Sandy,6.36144626616975,0.1632344954995074,4.6,2.424526055659826,Potato,0.5270708816651797
29123,871.3005,-4.740563458425473,-4.925507611975414,Rural_Kilimani,8.362832,644.4,-2.8,29.8,13.5,0.57,Rocky,4.563516828608239,0.2763104601875596,2.5,1.079039422161041,Tea,0.4316157688644162
21546,877.1678,-4.150317644731759,-2.511034247225169,Rural_Kilimani,5.415735,1041.2,-2.4,31.3,14.45,0.59,Rocky,5.73222021427255,0.3798573660022398,4.5,2.154102039298833,Wheat,0.4786893420664075
33240,508.72476,-1.419867544744038,-5.556153640081821,Rural_Kilimani,26.0148,268.7,-6.4,31.8,12.7,0.59,Loamy,5.645047451414006,0.1265640338749059,1.7,0.9462601371586509,Cassava,0.5566236100933241
32558,797.38745,-8.457760376725584,-1.533532903660237,Rural_Sokoto,0.66885805,1703.1,-2.5,31.6,14.55,0.62,Volcanic,5.684934764613404,0.1423163628764884,11.3,6.84736781098052,Banana,0.6059617531841168
7915,864.74054,-1.956045039626116,-8.321986934777064,Rural_Kilimani,33.27574,796.6,-2.7,30.0,13.65,0.66,Sandy,4.977015945597751,0.0087691606406646,1.8,1.103611179807122,Potato,0.613117322115068
26816,903.9342,-7.124075179371848,-7.326467133266235,Rural_Akatsi,18.896233,1143.4,-2.0,30.0,14.0,0.64,Sandy,4.556600527131866,0.1601722247333414,1.8,0.825770086439825,Tea,0.4587611591332361
38206,207.06857,-11.94516694007624,-6.821950310781109,Rural_Hawassa,14.124042,1665.0,-7.6,35.8,14.1,0.66,Silt,5.374096751729536,0.0021953410510206,1.3,0.528083694497612,Wheat,0.4062182265366246
12883,332.71585,-12.01725803182509,-5.713815147108423,Rural_Hawassa,0.9059121,1755.2,-6.7,32.0,12.65,0.63,Silt,6.96316423972395,0.000962769936534,8.7,4.391923845619038,Rice,0.5048188328297746
16367,591.16736,-2.411120056290736,-4.042603172626444,Rural_Kilimani,4.2247343,514.2,-5.5,32.2,13.35,0.54,Loamy,6.115165663284468,0.1355530892935037,2.0,1.319732303675818,Maize,0.659866151837909
5040,357.49997,-13.40951724122477,-6.574196514025021,Rural_Hawassa,0.6784149,1612.9,-6.6,33.2,13.3,0.62,Silt,5.511634566770002,2.798633042349596e-07,6.0,2.613772348062593,Wheat,0.4356287246770988
16255,714.274,-7.691792526894047,-3.479526361817151,Rural_Hawassa,20.294947,1136.3,-3.8,29.6,12.9,0.64,Sandy,6.033999232675015,0.0770373909026388,0.6,0.3470369085376832,Cassava,0.5783948475628053
8784,671.6328,-6.213925146042609,-7.56971631553585,Rural_Amanzi,5.6610203,714.2,-4.5,30.3,12.9,0.56,Sandy,6.536881237702038,0.4517616651980155,3.2,1.558659479329179,Maize,0.4870810872903683
